Text,Label,Cleaned_Text
ডেসটিনি থেকে যারা শিক্ষা নিতে পারলোনা তাদের কপালে এমনটা হওয়াই উচিৎ,1.0,ডেসটিনি থেকে যারা শিক্ষা নিতে পারলোনা তাদের কপালে এমনটা হওয়াই উচিৎ
এটাই স্বাভাবিক যারা এর সঙ্গে যুক্ত হয়েছে তাদের উচিত শিক্ষা হয়েছে,1.0,এটাই স্বাভাবিক যারা এর সঙ্গে যুক্ত হয়েছে তাদের উচিত শিক্ষা হয়েছে
প্রতিটি স্ত্রীর উচিত স্বামীকে ভালো কাজে সাহায্য করাখারাপ কাজে নয়,2.0,প্রতিটি স্ত্রীর উচিত স্বামীকে ভালো কাজে সাহায্য করাখারাপ কাজে নয়
এইসব জানোয়ারদের কঠিন শাস্তি আশা করছি,2.0,এইসব জানোয়ারদের কঠিন শাস্তি আশা করছি
ঘটনা যা বলা হলো যদি এটা সত্য হয়ে থাকে তবে পুলিশ যা করেছে ভালো করেছে,2.0,ঘটনা যা বলা হলো যদি এটা সত্য হয়ে থাকে তবে পুলিশ যা করেছে ভালো করেছে
ক্রসফায়ার দিয়ে কয়েক টা মেরে পেললেতারপর দেশে এগুলা বন্ধ হবে,2.0,ক্রসফায়ার দিয়ে কয়েক টা মেরে পেললেতারপর দেশে এগুলা বন্ধ হবে
এই ঘটনাটি আমাদের এলাকায় হয়েছে এদের কঠিন বিচার হওয়া উচিৎ,2.0,এই ঘটনাটি আমাদের এলাকায় হয়েছে এদের কঠিন বিচার হওয়া উচিৎ
এদের কার্যকলাপ দেখে  এখন দারাজ কেও বিশ্বাস করতেও ভয় লাগতেসে,0.0,এদের কার্যকলাপ দেখে এখন দারাজ কেও বিশ্বাস করতেও ভয় লাগতেসে
লোভী মানুষের এ র থেকে বেশী কিছু আশা করা যায় না,0.0,লোভী মানুষের এ র থেকে বেশী কিছু আশা করা যায় না
দামে কম মানে ভাল কাকোলি ফার্নিচার  সস্তার থেকেও মাগনা পেতে চাইলে এমনি হয়,0.0,দামে কম মানে ভাল কাকোলি ফার্নিচার সস্তার থেকেও মাগনা পেতে চাইলে এমনি হয়
যারা গ্রাহক লুবি তাদের এই অবস্থানে হওয়া উচিত আমি মনে করি,2.0,যারা গ্রাহক লুবি তাদের এই অবস্থানে হওয়া উচিত আমি মনে করি
বাংলাদেশের জনগনের উচিত নিজের টাকা নিজের ঘরে রাখা,2.0,বাংলাদেশের জনগনের উচিত নিজের টাকা নিজের ঘরে রাখা
কোন প্রতিষ্ঠানের কাছে আপনারা টাকা আমানত রাখবেন না,2.0,কোন প্রতিষ্ঠানের কাছে আপনারা টাকা আমানত রাখবেন না
বাংলাদেশের মানুষ খুব লোভী তার জন্যই বারবার এমন হয়,0.0,বাংলাদেশের মানুষ খুব লোভী তার জন্যই বারবার এমন হয়
ডেসটিনি থেকে যারা শিক্ষা নিতে পারলোনা তাদের কপালে এমনটা হওয়াই উচিৎ,2.0,ডেসটিনি থেকে যারা শিক্ষা নিতে পারলোনা তাদের কপালে এমনটা হওয়াই উচিৎ
নিজে বাজারে গিয়ে জিনিস কিনতে অসুবিধা কোথায় ভাই,2.0,নিজে বাজারে গিয়ে জিনিস কিনতে অসুবিধা কোথায় ভাই
যুগে যুগে ইভালিআলিশা মার্টই অরেঞ্জ আসবে যাবে কিন্তু লোভি মানুষের স্বভাব কোনদিন পরিবর্তন হবে না,0.0,যুগে যুগে ইভালিআলিশা মার্টই অরেঞ্জ আসবে যাবে কিন্তু লোভি মানুষের স্বভাব কোনদিন পরিবর্তন হবে না
এই দেশের কত গুলো মানুষের এতোই লোভ বার বার এই রকম ঘটনা ঘটার পরেও শিক্ষা হয় না,0.0,এই দেশের কত গুলো মানুষের এতোই লোভ বার বার এই রকম ঘটনা ঘটার পরেও শিক্ষা হয় না
সকল ই কমার্স প্রতিষ্ঠান পালাবে দুই দিন আগে আর দুই পরে এটাই সাইন্স,0.0,সকল ই কমার্স প্রতিষ্ঠান পালাবে দুই দিন আগে আর দুই পরে এটাই সাইন্স
যত বড় কোম্পানি হোক কোন পাগল ভূর্তুকি দিয়ে ব্যবসা করবে না,0.0,যত বড় কোম্পানি হোক কোন পাগল ভূর্তুকি দিয়ে ব্যবসা করবে না
খুব ভালো খবর লোভী মানুষগুলো দারুণ শিক্ষা পাচ্ছে,1.0,খুব ভালো খবর লোভী মানুষগুলো দারুণ শিক্ষা পাচ্ছে
ভালো হয়েছে লোভী মানুষগুলো দারুণ শিক্ষা পাচ্ছে,1.0,ভালো হয়েছে লোভী মানুষগুলো দারুণ শিক্ষা পাচ্ছে
লোভীদের জন্য উচিত কাজ হয়েছে সঠিক বিচার হল,1.0,লোভীদের জন্য উচিত কাজ হয়েছে সঠিক বিচার হল
লোভীদের উচিৎ শিক্ষা হচ্ছে সঠিক বিচার হল,1.0,লোভীদের উচিৎ শিক্ষা হচ্ছে সঠিক বিচার হল
এমনটা হওয়াই ওচিত ছিল সঠিক বিচার হল,1.0,এমনটা হওয়াই ওচিত ছিল সঠিক বিচার হল
লোভী পাবলিকদের জন্য একদম উচিৎ শিক্ষা,1.0,লোভী পাবলিকদের জন্য একদম উচিৎ শিক্ষা
বাঙালি সস্তা পাইয়া বস্তায় ভরার অভ্যাসের কারনেই বাঙালিদের সাথে ই কমার্স প্রতিষ্ঠানগুলো এতো প্রতারণা করার সুযোগ পায়,2.0,বাঙালি সস্তা পাইয়া বস্তায় ভরার অভ্যাসের কারনেই বাঙালিদের সাথে ই কমার্স প্রতিষ্ঠানগুলো এতো প্রতারণা করার সুযোগ পায়
সময় থাকতে সব অনলাইন থেকে বিরত থাকুন,2.0,সময় থাকতে সব অনলাইন থেকে বিরত থাকুন
এই ধরনের প্রতিষ্ঠানকে না ধরে যে ধরনের গ্রাহক এদের মধ্যে অন্তর্ভুক্ত হয় ওদেরকে রিমান্ডে নিয়ে পিটানো উচিত,2.0,এই ধরনের প্রতিষ্ঠানকে না ধরে যে ধরনের গ্রাহক এদের মধ্যে অন্তর্ভুক্ত হয় ওদেরকে রিমান্ডে নিয়ে পিটানো উচিত
লোভের উপর লাভের আশা করলে নিজেই হঠাৎ ঠকতে হয়,2.0,লোভের উপর লাভের আশা করলে নিজেই হঠাৎ ঠকতে হয়
এই সব ভুয়া ই কমার্স কোম্পানিগুলো বারবার মানুষকে ঠকাচ্ছে,0.0,এই সব ভুয়া ই কমার্স কোম্পানিগুলো বারবার মানুষকে ঠকাচ্ছে
অন্যায় অনাচারে দেশ ভারে গেসে,0.0,অন্যায় অনাচারে দেশ ভারে গেসে
এইসব অতিলোভী মানুষের জন্য আলেশা মার্ট ইভ্যালি নামক বাটপার গুলো বারেবারে ফিরে আসে,0.0,এইসব অতিলোভী মানুষের জন্য আলেশা মার্ট ইভ্যালি নামক বাটপার গুলো বারেবারে ফিরে আসে
মাঝে মাঝে বাংলাদেশের জনগণকে আমার জনগণ মনে হয় না,0.0,মাঝে মাঝে বাংলাদেশের জনগণকে আমার জনগণ মনে হয় না
পুলিশ প্রথম বারের মত জোর করে ভালো কোন কাজ করলো,1.0,পুলিশ প্রথম বারের মত জোর করে ভালো কোন কাজ করলো
যদি পুলিশ জোর করে করেও থাকে আমি বলবো ভালো কাজ করেছে ধন্যবাদ পুলিশ ভাইদের,1.0,যদি পুলিশ জোর করে করেও থাকে আমি বলবো ভালো কাজ করেছে ধন্যবাদ পুলিশ ভাইদের
পুলিশ এই ধরনের কাজ করলে মানুষের কাছে পুলিশের গ্রহণ যোগ্যতা বাড়বে,1.0,পুলিশ এই ধরনের কাজ করলে মানুষের কাছে পুলিশের গ্রহণ যোগ্যতা বাড়বে
স্যালুট পুলিশ টিমকে আসামিদের ধরার জন্য ধন্যবাদ জানাই,1.0,স্যালুট পুলিশ টিমকে আসামিদের ধরার জন্য ধন্যবাদ জানাই
আজ অনেক ভালো লাগছে সঠিক বিচার পাইছি,1.0,আজ অনেক ভালো লাগছে সঠিক বিচার পাইছি
সবাই পুলিসকে সম্মান করছে আসামিদের ধরার জন্য,1.0,সবাই পুলিসকে সম্মান করছে আসামিদের ধরার জন্য
ধন্যবাদ পুলিশ ভাইদের তারা ঠিক কাজ টাই করেছে,1.0,ধন্যবাদ পুলিশ ভাইদের তারা ঠিক কাজ টাই করেছে
এই ঘটনাটি আমাদের এলাকায় হয়েছে এদের কঠিন বিচার হওয়া উচিৎ,2.0,এই ঘটনাটি আমাদের এলাকায় হয়েছে এদের কঠিন বিচার হওয়া উচিৎ
যারা অগ্রীম টাকা দিয়েছে ওদেরকে এখন বাঁশ হাতে ধরিয়ে দেয়া হোক,0.0,যারা অগ্রীম টাকা দিয়েছে ওদেরকে এখন বাঁশ হাতে ধরিয়ে দেয়া হোক
এদেশের মানুষ সত্যি পাগল কিছুই হবে না  কোন টাকায় ফেরত পাবে না,0.0,এদেশের মানুষ সত্যি পাগল কিছুই হবে না কোন টাকায় ফেরত পাবে না
সবাই জানে এরা চোর অগ্রিম টাকা দিতে হবে কেন ,0.0,সবাই জানে এরা চোর অগ্রিম টাকা দিতে হবে কেন
খুবই খুবই কষ্ট হচ্ছে এরকম ঘটনা গুলো সামনে থেকে দেখে,0.0,খুবই খুবই কষ্ট হচ্ছে এরকম ঘটনা গুলো সামনে থেকে দেখে
কি অবস্থা মানুষকে মানুষ কিভাবে এত ভাবে ধোকা দিতে পারে প্রতারিত করতে পারে,0.0,কি অবস্থা মানুষকে মানুষ কিভাবে এত ভাবে ধোকা দিতে পারে প্রতারিত করতে পারে
অভিনন্দন পুলিশকে এই রকম কাজ করার জন্য,1.0,অভিনন্দন পুলিশকে এই রকম কাজ করার জন্য
অভিনন্দন বরিশালের পুলিশ সুপার কে আসামিদের ধরার জন্য,1.0,অভিনন্দন বরিশালের পুলিশ সুপার কে আসামিদের ধরার জন্য
ধন্যবাদ বাংলাদেশ পুলিশ কে আসামিদের ধরার জন্য,1.0,ধন্যবাদ বাংলাদেশ পুলিশ কে আসামিদের ধরার জন্য
পুলিশ ভাই ভালো কাজ করছে ধন্যবাদ,1.0,পুলিশ ভাই ভালো কাজ করছে ধন্যবাদ
জোর করে নিয়ে মামলা করাইছেন শুনে খুশি হলাম,1.0,জোর করে নিয়ে মামলা করাইছেন শুনে খুশি হলাম
ঘটনা যা বলা হলো যদি এটা সত্য হয়ে থাকে তবে পুলিশ যা করেছে ভালো করেছে,2.0,ঘটনা যা বলা হলো যদি এটা সত্য হয়ে থাকে তবে পুলিশ যা করেছে ভালো করেছে
ক্রসফায়ার দিয়ে কয়েক টা মেরে পেললেতারপর দেশে এগুলা বন্ধ হবে,2.0,ক্রসফায়ার দিয়ে কয়েক টা মেরে পেললেতারপর দেশে এগুলা বন্ধ হবে
এদেরকে দোষ দিয়ে কোন ফায়দা হবে নাকারণ বড় দোষী হলাম আমরা,0.0,এদেরকে দোষ দিয়ে কোন ফায়দা হবে নাকারণ বড় দোষী হলাম আমরা
বাংলাদেশে এতো ব্যাংক থাকতে মানুষ কেনো যে এসব কমপানিতে টাকা রাখে বুঝি না,0.0,বাংলাদেশে এতো ব্যাংক থাকতে মানুষ কেনো যে এসব কমপানিতে টাকা রাখে বুঝি না
সব ই কমার্স প্রতিষ্টানে বন্ধ করে দেয়া হউক,0.0,সব ই কমার্স প্রতিষ্টানে বন্ধ করে দেয়া হউক
আমাদের দেশের মানুষ এত বোকা কেন তারা কেন এইসব এজেন্টদের টাকা দেয়,0.0,আমাদের দেশের মানুষ এত বোকা কেন তারা কেন এইসব এজেন্টদের টাকা দেয়
এমন ভালো মানুষ পুলিশ আছে বিধায় আমরা এখনও রাস্তায় চলাফেরা করতে পারি,1.0,এমন ভালো মানুষ পুলিশ আছে বিধায় আমরা এখনও রাস্তায় চলাফেরা করতে পারি
পুলিশের এই ভূমিকাকে আপনার সবাই সেলুট জানাই,1.0,পুলিশের এই ভূমিকাকে আপনার সবাই সেলুট জানাই
সাবাস বোরিশাল পুলিশ আসামিদের ধরার জন্য,1.0,সাবাস বোরিশাল পুলিশ আসামিদের ধরার জন্য
তাহলে পুলিশের প্রতি মানুষের হারানো আস্থা আবার ফিরে আসবে ইনশাল্লাহ,1.0,তাহলে পুলিশের প্রতি মানুষের হারানো আস্থা আবার ফিরে আসবে ইনশাল্লাহ
পুলিশের কাছে একটাই অনুরোধ বিচারটা যেন কঠোর হয়,2.0,পুলিশের কাছে একটাই অনুরোধ বিচারটা যেন কঠোর হয়
দোষী দম্পতি কে কঠোর শাস্তি এবং ধর্ষিতার পরিজনের নূন‍্যতম শাস্তি হওয়া প্রয়োজন,2.0,দোষী দম্পতি কে কঠোর শাস্তি এবং ধর্ষিতার পরিজনের নূন‍্যতম শাস্তি হওয়া প্রয়োজন
প্রথম বার দেখলাম পুলিশ একটি ভালো কাজে বাধা পেলো,2.0,প্রথম বার দেখলাম পুলিশ একটি ভালো কাজে বাধা পেলো
আল্লাহ যেনো এমন বাপরে দুনিয়ার জীবন বেশি দিন না করার,0.0,আল্লাহ যেনো এমন বাপরে দুনিয়ার জীবন বেশি দিন না করার
ডাকাত ছেলে মেয়েটি কোনো অবস্থাতেই এই কাজ করা ঠিক হয়নি,0.0,ডাকাত ছেলে মেয়েটি কোনো অবস্থাতেই এই কাজ করা ঠিক হয়নি
একজন জন্মদাতা বাবাকে এভাবে মারা ঠিক হলোনা,0.0,একজন জন্মদাতা বাবাকে এভাবে মারা ঠিক হলোনা
মা বাবাদের কারনে সন্তানের জীবনে কালো ছায়া নেমে আসে,0.0,মা বাবাদের কারনে সন্তানের জীবনে কালো ছায়া নেমে আসে
কিছু বাবা আছে জর্ম্ম দিয়ে সন্তানদের দায়িত্ব কর্তব্ব ঠিক ভাবে পালন করে না,0.0,কিছু বাবা আছে জর্ম্ম দিয়ে সন্তানদের দায়িত্ব কর্তব্ব ঠিক ভাবে পালন করে না
বাংলাদেশ পুলিশ প্রসাসন বিচার বিভাগ ও সরকার কে কঠোর হতে হবে,2.0,বাংলাদেশ পুলিশ প্রসাসন বিচার বিভাগ ও সরকার কে কঠোর হতে হবে
খুনের বিচার এক মাসের মধ্যে না হলে বাংলাদেশে খুন খারাপি বন্ধ হবে না,2.0,খুনের বিচার এক মাসের মধ্যে না হলে বাংলাদেশে খুন খারাপি বন্ধ হবে না
এখানে সাক্ষী প্রমান সব আছে ৩ ৫ দিনের ভিতর ফাঁসি কার্যকর করা হোক,2.0,এখানে সাক্ষী প্রমান সব আছে ৩ ৫ দিনের ভিতর ফাঁসি কার্যকর করা হোক
কাগজ দিয়ে অনেক কিছু তৈরি হয় তবে সেগুলোর মধ্যে সবচেয়ে দামি  আল  কুরআন,1.0,কাগজ দিয়ে অনেক কিছু তৈরি হয় তবে সেগুলোর মধ্যে সবচেয়ে দামি আল কুরআন
মেয়ের বাবা কথায় কোন দুঃখ বা আফসোস নেই,0.0,মেয়ের বাবা কথায় কোন দুঃখ বা আফসোস নেই
মা কেদেঁ কেদেঁ পাগল হয়ে যাচ্ছে একেই বলে জনম দুখিনী মা,1.0,মা কেদেঁ কেদেঁ পাগল হয়ে যাচ্ছে একেই বলে জনম দুখিনী মা
পুলিশ সুপার শামসুন্নাহার আপা খুবই ভালো মানুষ,1.0,পুলিশ সুপার শামসুন্নাহার আপা খুবই ভালো মানুষ
আসা করি উনি খুনির যাতে শাস্তি ফাঁসী হয় তাই করবেন,2.0,আসা করি উনি খুনির যাতে শাস্তি ফাঁসী হয় তাই করবেন
তথাকথিত মহামান্য আদালত ২০ ৩০ বছর পার করবে মামলার রায় দিতে,0.0,তথাকথিত মহামান্য আদালত ২০ ৩০ বছর পার করবে মামলার রায় দিতে
কি আজব আমাদের দেশ স্বাধীন দেশের মানুষ আমরা এটা ভাবতেও লজ্জা লাগে আমাদের,0.0,কি আজব আমাদের দেশ স্বাধীন দেশের মানুষ আমরা এটা ভাবতেও লজ্জা লাগে আমাদের
কিছু কিছু বাড়িওয়ালাদের ব্যবহার খুবই খারাপ,0.0,কিছু কিছু বাড়িওয়ালাদের ব্যবহার খুবই খারাপ
তাই বলে কি খুন করতে হবে এইটা কোনো ভাবে কামমো নয়,0.0,তাই বলে কি খুন করতে হবে এইটা কোনো ভাবে কামমো নয়
দিন দিন মানুষ গুলো জানোয়ারের চাইতে ভয়ংকর হয়ে গেছে,0.0,দিন দিন মানুষ গুলো জানোয়ারের চাইতে ভয়ংকর হয়ে গেছে
বাহরে বাহ কয়েকদিন আগে ১৫০০ টাকার জন্য বাড়ী ওয়ালা বাড়াটিয়াকে মারছে,0.0,বাহরে বাহ কয়েকদিন আগে ১৫০০ টাকার জন্য বাড়ী ওয়ালা বাড়াটিয়াকে মারছে
দেশটা এমন কেন হয়ে গেল মাথায় আসে না,0.0,দেশটা এমন কেন হয়ে গেল মাথায় আসে না
খুন করে কি কোনো লাভ হইছে  যত্তসব পাগল,0.0,খুন করে কি কোনো লাভ হইছে যত্তসব পাগল
এদের ফাঁসি দেওয়া হোক সুষ্ঠুভাবে তদন্ত করা হোক,2.0,এদের ফাঁসি দেওয়া হোক সুষ্ঠুভাবে তদন্ত করা হোক
ওদেরকে ও ক্রস ফায়ার দেন এদের বাচিয়ে রেখে কোন লাভ নেই,2.0,ওদেরকে ও ক্রস ফায়ার দেন এদের বাচিয়ে রেখে কোন লাভ নেই
সব ভাড়াটিয়ার জন্যই থানায় জিডি করে রাখা উচিত,2.0,সব ভাড়াটিয়ার জন্যই থানায় জিডি করে রাখা উচিত
দেশে অবৈধ মেলামেশা ও পরকীয়ার বিরুদ্ধে এখনই যদি কোনো ব্যবস্থা নিতে হবে,2.0,দেশে অবৈধ মেলামেশা ও পরকীয়ার বিরুদ্ধে এখনই যদি কোনো ব্যবস্থা নিতে হবে
যদিও কোনো হত্যাকে সাপোর্ট করতে নেই,2.0,যদিও কোনো হত্যাকে সাপোর্ট করতে নেই
কিন্তু আমি মনে করি বকুলের মত এরকম ইভটিজার যারা আছে তাদের এমন পরিনতি হওয়াই উচিত,2.0,কিন্তু আমি মনে করি বকুলের মত এরকম ইভটিজার যারা আছে তাদের এমন পরিনতি হওয়াই উচিত
রহস্য উদঘাটনের জন্য পুলিশ ভাইদের কে অশেষ ধন্যবাদ,1.0,রহস্য উদঘাটনের জন্য পুলিশ ভাইদের কে অশেষ ধন্যবাদ
পুলিশ অফিসারের কথা বলার ধরণ এবং ভঙ্গিমায় যথেষ্ট লতা আছে ,1.0,পুলিশ অফিসারের কথা বলার ধরণ এবং ভঙ্গিমায় যথেষ্ট লতা আছে
হে আল্লাহ এই পরকিয়ার আযাব থেকে আমাদের রহ্মা করুন,1.0,হে আল্লাহ এই পরকিয়ার আযাব থেকে আমাদের রহ্মা করুন
আল্লাহ এই পরকিয়ার আযাব থেকে  আমাদের মা  বোনদের রহ্মা করুন,1.0,আল্লাহ এই পরকিয়ার আযাব থেকে আমাদের মা বোনদের রহ্মা করুন
আল্লাহ আমাদের সবাই কে পাঁচ ওয়াক্ত নামাজ আদায়ের তৌফিক দান করুন আমিন ,1.0,আল্লাহ আমাদের সবাই কে পাঁচ ওয়াক্ত নামাজ আদায়ের তৌফিক দান করুন আমিন
মাদক ব্যবসায়ী এবং মাদক সেবন কারিদের সাথে এর চাইতে ভালো ব্যবহার হয় না,0.0,মাদক ব্যবসায়ী এবং মাদক সেবন কারিদের সাথে এর চাইতে ভালো ব্যবহার হয় না
ছেলেটি দোষী কিন্তু ফারুক মিয়ার উচিৎ ছিলো তাকে আইনের হাতে দেওয়া,2.0,ছেলেটি দোষী কিন্তু ফারুক মিয়ার উচিৎ ছিলো তাকে আইনের হাতে দেওয়া
বখাটেদের কে এইভাবেই হত্যা করা উচিৎ,2.0,বখাটেদের কে এইভাবেই হত্যা করা উচিৎ
আমার মনে হয় ছেলে বখাটে না ছেলেটাকে অন্য কারনে মারছে,2.0,আমার মনে হয় ছেলে বখাটে না ছেলেটাকে অন্য কারনে মারছে
এমন কুলাঙ্গারদের শাস্তি এমনি হওয়া উচিত,0.0,এমন কুলাঙ্গারদের শাস্তি এমনি হওয়া উচিত
পৃথিবী থেকে একজন আগাছা কমছে,0.0,পৃথিবী থেকে একজন আগাছা কমছে
শয়তান কারণ কাকে বিপথগামী করবে সে নিজেও জানবেনা,1.0,শয়তান কারণ কাকে বিপথগামী করবে সে নিজেও জানবেনা
৬ কোটি ৭৬ লক্ষ টাকা গত মাসে ইংকাম করেছে এই সময় বিভি,1.0,৬ কোটি ৭৬ লক্ষ টাকা গত মাসে ইংকাম করেছে এই সময় বিভি
আল্লাহ্ তোমার দুনিয়ায় কি শুরু হলো,0.0,আল্লাহ্ তোমার দুনিয়ায় কি শুরু হলো
নিশ্চয় ঐ ইমাম সরকার দলীয় নেতা কর্মী হবে,1.0,নিশ্চয় ঐ ইমাম সরকার দলীয় নেতা কর্মী হবে
আমার মনে হয় ছেলে বখাটে না ছেলেটাকে অন্য কারনে মারছে,2.0,আমার মনে হয় ছেলে বখাটে না ছেলেটাকে অন্য কারনে মারছে
বকুল মিয়ার মত ব্যক্তিত্বহীন মানুষের জন্য একটুও খারাপ লাগেনি,0.0,বকুল মিয়ার মত ব্যক্তিত্বহীন মানুষের জন্য একটুও খারাপ লাগেনি
মেয়েদের কে রাস্তা ঘাটে যতই বিরক্ত করোক পুলিশ কিছু করতে পারবেনা ওরে মেরে উচিৎ কাজ করছে,0.0,মেয়েদের কে রাস্তা ঘাটে যতই বিরক্ত করোক পুলিশ কিছু করতে পারবেনা ওরে মেরে উচিৎ কাজ করছে
এসব বখাটের কারণে হাজারো জীবন অন্ধকারে চলে যায়,0.0,এসব বখাটের কারণে হাজারো জীবন অন্ধকারে চলে যায়
বখাটের উচিত শিক্ষা হইছে যদিও আইন হাতে তুলে নিয়েছে কিন্তু ওই পরিবারের কিছুই করার ছিলনা,0.0,বখাটের উচিত শিক্ষা হইছে যদিও আইন হাতে তুলে নিয়েছে কিন্তু ওই পরিবারের কিছুই করার ছিলনা
ভালোই হইছে যে বিচার এদেশের আইন করতে পারেনি সে বিচার এই বোন করেছে,1.0,ভালোই হইছে যে বিচার এদেশের আইন করতে পারেনি সে বিচার এই বোন করেছে
এই লোক বেচে থাকলে সমাজের ক্ষতি ছাড়া ভালো হতোনা,0.0,এই লোক বেচে থাকলে সমাজের ক্ষতি ছাড়া ভালো হতোনা
কাজটা পুলিশ করলে ভালো হতো সেই কাজটা করা লাগছে বোনটার,2.0,কাজটা পুলিশ করলে ভালো হতো সেই কাজটা করা লাগছে বোনটার
দিন দিন আমরা মানুষরা পশুর চেয়েও নিকৃষ্ট হয়ে যাচ্ছি,0.0,দিন দিন আমরা মানুষরা পশুর চেয়েও নিকৃষ্ট হয়ে যাচ্ছি
মেয়েটির উত্তম কাজ করছে,1.0,মেয়েটির উত্তম কাজ করছে
মহিলা নিজেই নিজের আদালতে বিচার করলেন,1.0,মহিলা নিজেই নিজের আদালতে বিচার করলেন
একজন মানুষের যখন ধৈর্য্য শেষ হয়ে যায় তখন এই ঘটনা ঘটায়,0.0,একজন মানুষের যখন ধৈর্য্য শেষ হয়ে যায় তখন এই ঘটনা ঘটায়
আল্লাহ আমাদের সবাই কে পাঁচ ওয়াক্ত নামাজ আদায়ের তৌফিক দান করুন আমিন ,1.0,আল্লাহ আমাদের সবাই কে পাঁচ ওয়াক্ত নামাজ আদায়ের তৌফিক দান করুন আমিন
মাদক ব্যবসায়ী এবং মাদক সেবন কারিদের সাথে এর চাইতে ভালো ব্যবহার হয় না,0.0,মাদক ব্যবসায়ী এবং মাদক সেবন কারিদের সাথে এর চাইতে ভালো ব্যবহার হয় না
মানুষের ধৈর্যের একটা সীমা আছে যখন সাধারণ মানুষের ধৈর্যের সীমা থাকবেনা তখন বুঝতে পারবেন দাম কোথায় কেমন হবে,2.0,মানুষের ধৈর্যের একটা সীমা আছে যখন সাধারণ মানুষের ধৈর্যের সীমা থাকবেনা তখন বুঝতে পারবেন দাম কোথায় কেমন হবে
কোনো কিছুর বাজারই স্থিতিশীল নাইসাধারণ মানুষের মরা ছাড়া আর গতি নাইএকমাত্র ভরসা মহান আল্লাহ,2.0,কোনো কিছুর বাজারই স্থিতিশীল নাইসাধারণ মানুষের মরা ছাড়া আর গতি নাইএকমাত্র ভরসা মহান আল্লাহ
নিত্যপ্রয়োজনীয় জিনিষপত্রের যে দাম তাতে সাধারন জনগনের অবস্হা খুবই খারাপ    ,1.0,নিত্যপ্রয়োজনীয় জিনিষপত্রের যে দাম তাতে সাধারন জনগনের অবস্হা খুবই খারাপ
সাধারণ মানুষদের ভাতে মারবেপানিতে মারবে জন জিবন শেষ দ্রব্য মূল্য চড়া দামে পিষ্ট সাধারণ মানুষের জিবন,1.0,সাধারণ মানুষদের ভাতে মারবেপানিতে মারবে জন জিবন শেষ দ্রব্য মূল্য চড়া দামে পিষ্ট সাধারণ মানুষের জিবন
নৈরাজ্য নাই কিসের বাজারে,0.0,নৈরাজ্য নাই কিসের বাজারে
এই দেশে সব কিছুর দাম বেড়েছে শুধু কমেছে জীবনের দাম,2.0,এই দেশে সব কিছুর দাম বেড়েছে শুধু কমেছে জীবনের দাম
বাজারব্যবস্থা দেখার মত কেউ নেই বাংলাদেশ,1.0,বাজারব্যবস্থা দেখার মত কেউ নেই বাংলাদেশ
উন্নয়ন এর রোলমডেলে এগিয়ে বাংলাদেশ সরকার জনগণের হুগামেরে,0.0,উন্নয়ন এর রোলমডেলে এগিয়ে বাংলাদেশ সরকার জনগণের হুগামেরে
১২ বছর ধরে এগুলো শুনতেশুনতে কান নষ্ট হয়ে গেছে সিন্ডকেটচোরপাচারকারীদূর্নীতিবাজএরা সবাই সরকার থেকেও শক্তিশালী ,1.0,১২ বছর ধরে এগুলো শুনতেশুনতে কান নষ্ট হয়ে গেছে সিন্ডকেটচোরপাচারকারীদূর্নীতিবাজএরা সবাই সরকার থেকেও শক্তিশালী
বিশ্ব বাজারে আবারও কমলো জালানির দাম এখন কেউ দেখবে না কারণ চোখ বন্ধ না হলে অন্ধ হয়ে আছে,1.0,বিশ্ব বাজারে আবারও কমলো জালানির দাম এখন কেউ দেখবে না কারণ চোখ বন্ধ না হলে অন্ধ হয়ে আছে
জালানির দাম ভারলে ঠিক ওই দেখতো সবাই,1.0,জালানির দাম ভারলে ঠিক ওই দেখতো সবাই
দেশের আর্থিক অবস্থা ভাল আছে বলেই ভেবে ই সরকার এই পদক্ষেপ নিচ্ছে দাম বাড়ানোর,2.0,দেশের আর্থিক অবস্থা ভাল আছে বলেই ভেবে ই সরকার এই পদক্ষেপ নিচ্ছে দাম বাড়ানোর
এগুলো নিয়ে চিন্তা ই করি না আমরা,2.0,এগুলো নিয়ে চিন্তা ই করি না আমরা
এগুলির মূল কারণ তেলের দাম বাড়ানে কিন্তুু যখন ডিজেলের দাম কমাবেন তখন নিত্যপন্যর দাম কি আধো কমবে,1.0,এগুলির মূল কারণ তেলের দাম বাড়ানে কিন্তুু যখন ডিজেলের দাম কমাবেন তখন নিত্যপন্যর দাম কি আধো কমবে
নৈরাজ্য চলে না এমন কোন পন্য কি আছে বাংলার বাজারে যদি থাকে ওটার নিউজ করেন,1.0,নৈরাজ্য চলে না এমন কোন পন্য কি আছে বাংলার বাজারে যদি থাকে ওটার নিউজ করেন
হঠাৎ করে কি সব জিনিসপত্রের তো দাম বেশি,2.0,হঠাৎ করে কি সব জিনিসপত্রের তো দাম বেশি
ধর্ষন নয় সম্মতিক্রমেই তাদের মেলামেশা শাস্তির দাবি জানাচ্ছি,2.0,ধর্ষন নয় সম্মতিক্রমেই তাদের মেলামেশা শাস্তির দাবি জানাচ্ছি
কতটা কষ্ট পেলে একজন মানুষ মারা যায় নিজ হাতে   ,2.0,কতটা কষ্ট পেলে একজন মানুষ মারা যায় নিজ হাতে
